"","FECHA","HORA","CO","CO2","NO","NO2","NOX","O3"
"6686","06/10/2021",14,0.26,1,10,18,27,28
"6687","06/10/2021",15,0.26,1,6,18,25,38
"6688","06/10/2021",16,0.3,1,8,23,31,27
"6689","06/10/2021",17,0.24,1,7,22,29,27
"6690","06/10/2021",18,0.29,1,6,26,31,22
"6691","06/10/2021",19,0.44,1,5,29,33,18
"6692","06/10/2021",20,0.49,0,5,32,37,14
"6693","06/10/2021",21,0.28,0,3,22,25,18
"6694","06/10/2021",22,0.42,0,15,35,50,5
"6695","06/10/2021",23,0.33,0,11,26,37,8
"6696","06/10/2021",24,0.18,0,4,18,22,12
"6697","07/10/2021",1,0.1,0,3,16,19,14
"6698","07/10/2021",2,0.07,0,4,19,23,12
"6699","07/10/2021",3,0.07,0,6,20,26,11
"6700","07/10/2021",4,0.06,0,5,16,21,15
"6701","07/10/2021",5,0.18,0,18,22,40,8
"6702","07/10/2021",6,0.35,1,31,29,60,2
"6703","07/10/2021",7,0.46,2,28,32,60,1
"6704","07/10/2021",8,0.73,4,37,30,66,3
"6705","07/10/2021",9,0.69,6,33,32,65,6
"6706","07/10/2021",10,0.74,9,38,35,72,9
"6707","07/10/2021",11,0.28,6,10,19,28,27
"6708","07/10/2021",12,0.36,3,8,23,30,39
"6709","07/10/2021",13,0.47,3,7,26,33,57
"6710","07/10/2021",14,0.41,2,3,24,27,79
"6711","07/10/2021",15,0.38,2,2,20,22,95
"6712","07/10/2021",16,0.36,2,3,22,25,74
"6713","07/10/2021",17,0.24,1,6,27,32,33
"6714","07/10/2021",18,0.27,1,4,22,26,26
"6715","07/10/2021",19,0.25,1,4,21,26,23
"6716","07/10/2021",20,0.25,3,3,17,20,25
"6717","07/10/2021",21,0.25,7,3,15,18,24
"6718","07/10/2021",22,0.19,8,3,13,15,26
"6719","07/10/2021",23,0.15,8,3,12,15,27
"6720","07/10/2021",24,0.22,17,4,16,19,24
"6721","08/10/2021",1,0.29,30,5,17,22,22
"6722","08/10/2021",2,0.14,19,6,18,24,20
"6723","08/10/2021",3,0.06,10,4,17,21,21
"6724","08/10/2021",4,0.1,6,8,20,29,18
"6725","08/10/2021",5,0.19,6,18,27,45,11
"6726","08/10/2021",6,0.42,5,28,30,59,7
"6727","08/10/2021",7,0.77,4,63,35,98,2
"6728","08/10/2021",8,0.8,6,52,31,83,4
"6729","08/10/2021",9,0.74,6,47,28,74,8
"6730","08/10/2021",10,0.23,4,9,17,26,33
"6734","08/10/2021",14,0.08,1,3,13,16,43
"6735","08/10/2021",15,0.17,2,5,23,28,38
"6736","08/10/2021",16,0.24,2,7,26,34,33
"6737","08/10/2021",17,0.21,3,4,26,30,35
"6738","08/10/2021",18,0.24,5,2,23,25,38
"6739","08/10/2021",19,0.54,3,12,42,54,18
"6740","08/10/2021",20,0.26,4,3,23,26,22
"6741","08/10/2021",21,0.14,2,3,18,21,18
"6742","08/10/2021",22,0.11,1,4,19,23,15
"6743","08/10/2021",23,0.15,6,4,16,20,15
"6744","08/10/2021",24,0.12,6,8,17,25,12
"6745","09/10/2021",1,0.14,8,7,17,24,10
"6746","09/10/2021",2,0.1,10,6,18,25,8
"6747","09/10/2021",3,0.11,6,14,18,32,6
"6748","09/10/2021",4,0.1,5,13,15,28,8
"6749","09/10/2021",5,0.05,5,10,14,24,11
"6750","09/10/2021",6,0.09,5,9,16,24,10
"6751","09/10/2021",7,0.23,4,18,19,37,6
"6752","09/10/2021",8,0.36,5,22,27,49,4
"6753","09/10/2021",9,0.45,12,27,24,51,7
"6754","09/10/2021",10,0.4,10,17,19,36,16
"6755","09/10/2021",11,0.33,5,10,18,28,31
"6756","09/10/2021",12,0.25,3,5,15,20,47
"6757","09/10/2021",13,0.25,3,3,15,18,64
"6758","09/10/2021",14,0.26,3,2,15,16,81
"6759","09/10/2021",15,0.26,2,1,14,16,90
"6760","09/10/2021",16,0.31,2,1,18,19,90
"6761","09/10/2021",17,0.2,1,1,13,14,69
"6762","09/10/2021",18,0.28,2,1,21,22,57
"6763","09/10/2021",19,0.34,2,1,19,20,61
"6764","09/10/2021",20,0.2,3,2,15,17,29
"6765","09/10/2021",21,0.22,8,3,17,20,18
"6766","09/10/2021",22,0.23,3,6,21,28,9
"6767","09/10/2021",23,0.19,2,3,16,19,12
"6768","09/10/2021",24,0.19,1,3,16,20,9
"6769","10/10/2021",1,0.31,1,16,21,38,3
"6770","10/10/2021",2,0.72,2,75,22,97,1
"6771","10/10/2021",3,0.42,1,26,25,50,3
"6772","10/10/2021",4,0.39,1,19,22,41,1
"6773","10/10/2021",5,0.42,1,20,19,39,3
"6774","10/10/2021",6,0.69,1,47,20,67,1
"6775","10/10/2021",7,0.6,1,36,21,57,2
"6776","10/10/2021",8,0.43,3,22,21,43,7
"6777","10/10/2021",9,0.52,2,23,23,46,13
"6778","10/10/2021",10,0.35,2,12,20,32,26
"6779","10/10/2021",11,0.39,1,7,21,28,43
"6780","10/10/2021",12,0.31,1,5,18,22,55
"6781","10/10/2021",13,0.22,1,3,12,15,66
"6782","10/10/2021",14,0.15,2,1,8,9,72
"6783","10/10/2021",15,0.13,2,1,8,9,68
"6784","10/10/2021",16,0.12,1,1,7,8,60
"6785","10/10/2021",17,0.2,1,2,13,15,44
"6786","10/10/2021",18,0.29,1,3,21,24,32
"6787","10/10/2021",19,0.43,1,5,32,37,17
"6788","10/10/2021",20,0.34,1,4,27,30,14
"6789","10/10/2021",21,1.1,1,47,38,85,2
"6790","10/10/2021",22,0.8,1,35,36,71,2
"6791","10/10/2021",23,0.76,1,24,36,60,2
"6792","10/10/2021",24,0.98,2,71,34,105,1
"6796","11/10/2021",4,0.35,1,10,25,35,2
"6797","11/10/2021",5,0.56,0,15,25,40,2
"6798","11/10/2021",6,0.72,1,57,26,83,1
"6799","11/10/2021",7,1.16,2,121,25,146,1
"6800","11/10/2021",8,1.09,3,91,28,119,2
"6801","11/10/2021",9,0.83,3,54,34,88,6
"6802","11/10/2021",10,0.82,3,34,39,73,18
"6803","11/10/2021",11,0.54,2,11,31,42,43
"6804","11/10/2021",12,0.59,2,7,34,41,64
"6805","11/10/2021",13,0.51,3,4,31,35,84
"6806","11/10/2021",14,0.37,4,2,20,22,103
"6807","11/10/2021",15,0.31,4,1,16,18,102
"6808","11/10/2021",16,0.19,3,1,13,14,80
"6809","11/10/2021",17,0.27,2,1,18,19,78
"6810","11/10/2021",18,0.47,2,1,30,31,78
"6811","11/10/2021",19,0.35,1,1,23,24,42
"6812","11/10/2021",20,0.11,1,1,12,13,45
"6813","11/10/2021",21,0.12,1,1,15,16,35
"6814","11/10/2021",22,0.15,1,2,18,20,25
"6815","11/10/2021",23,0.08,1,2,16,18,25
"6816","11/10/2021",24,0.14,1,12,24,36,15
"6817","12/10/2021",1,0.26,1,24,31,55,4
"6818","12/10/2021",2,0.19,1,13,24,37,7
"6819","12/10/2021",3,0.24,1,41,27,68,3
"6820","12/10/2021",4,0.47,1,65,29,94,2
"6821","12/10/2021",5,0.86,2,129,33,161,1
"6822","12/10/2021",6,1.43,5,277,31,308,1
"6823","12/10/2021",7,1.32,3,191,30,220,1
"6824","12/10/2021",8,1.34,3,123,33,156,2
"6825","12/10/2021",9,0.74,2,47,38,86,9
"6826","12/10/2021",10,0.53,2,22,36,58,23
"6827","12/10/2021",11,0.52,3,14,37,51,40
"6828","12/10/2021",12,0.49,2,7,35,42,62
"6829","12/10/2021",13,0.51,1,4,33,38,89
"6830","12/10/2021",14,0.46,2,2,24,26,106
"6831","12/10/2021",15,0.21,1,1,13,14,80
"6832","12/10/2021",16,0.1,1,3,10,12,48
"6833","12/10/2021",17,0.07,1,3,9,12,42
"6834","12/10/2021",18,0.21,1,6,21,27,29
"6835","12/10/2021",19,0.42,1,9,33,42,15
"6836","12/10/2021",20,0.57,1,21,37,58,5
"6837","12/10/2021",21,0.69,1,26,37,64,2
"6838","12/10/2021",22,0.86,1,56,33,89,2
"6839","12/10/2021",23,0.88,2,99,29,127,1
"6840","12/10/2021",24,0.69,3,102,29,131,2
"6841","13/10/2021",1,0.27,1,51,27,78,3
"6842","13/10/2021",2,0.52,2,81,26,107,2
"6843","13/10/2021",3,0.38,2,73,26,99,2
"6844","13/10/2021",4,0.45,2,78,27,105,2
"6845","13/10/2021",5,0.94,2,119,30,149,1
"6846","13/10/2021",6,1.56,5,298,31,329,1
"6847","13/10/2021",7,1.43,4,178,27,204,1
"6848","13/10/2021",8,1.3,3,106,31,138,2
"6849","13/10/2021",9,1.25,2,83,47,130,5
"6850","13/10/2021",10,1.09,2,46,58,105,15
"6851","13/10/2021",11,0.78,1,20,49,69,35
"6852","13/10/2021",12,0.44,1,8,29,37,51
"6853","13/10/2021",13,0.42,1,3,23,26,74
"6854","13/10/2021",14,0.3,1,2,17,19,93
"6855","13/10/2021",15,0.14,0,1,11,12,66
"6856","13/10/2021",16,0.13,0,1,11,13,65
"6857","13/10/2021",17,0.15,1,1,13,15,57
"6858","13/10/2021",18,0.19,1,3,18,22,30
"6859","13/10/2021",19,0.22,1,8,23,30,11
"6860","13/10/2021",20,0.2,0,6,20,26,12
"6861","13/10/2021",21,0.13,0,4,15,18,15
"6862","13/10/2021",22,0.21,0,12,20,32,9
"6863","13/10/2021",23,0.41,1,15,30,45,3
"6864","13/10/2021",24,0.49,1,8,32,40,4
"6865","14/10/2021",1,0.47,1,16,32,48,2
"6866","14/10/2021",2,0.63,3,156,31,187,1
"6867","14/10/2021",3,0.18,1,29,22,51,4
"6868","14/10/2021",4,0.3,1,60,23,83,2
"6869","14/10/2021",5,0.55,2,120,23,143,1
"6870","14/10/2021",6,1.69,5,303,27,330,1
"6871","14/10/2021",7,1.48,3,182,26,207,1
"6872","14/10/2021",8,1.34,3,123,30,154,2
"6873","14/10/2021",9,1.01,3,69,36,105,7
"6874","14/10/2021",10,0.38,2,16,27,42,26
"6875","14/10/2021",11,0.4,2,10,30,41,42
"6876","14/10/2021",12,0.33,2,7,26,34,54
"6877","14/10/2021",13,0.25,3,3,21,24,78
"6878","14/10/2021",14,0.25,3,2,19,21,93
"6879","14/10/2021",15,0.21,3,2,17,19,88
"6880","14/10/2021",16,0.19,3,1,16,17,105
"6881","14/10/2021",17,0.18,3,2,21,23,85
"6882","14/10/2021",18,0.2,3,2,24,26,66
"6883","14/10/2021",19,0.27,2,3,31,34,38
"6884","14/10/2021",20,0.32,2,5,30,35,21
"6885","14/10/2021",21,0.25,1,5,24,29,19
"6886","14/10/2021",22,0.22,1,5,25,31,15
"6887","14/10/2021",23,0.12,1,5,19,23,18
"6888","14/10/2021",24,0.06,1,4,15,18,22
"6889","15/10/2021",1,0.07,0,4,18,22,17
"6890","15/10/2021",2,0.1,1,16,25,40,10
"6891","15/10/2021",3,0.12,1,12,22,34,9
"6892","15/10/2021",4,0.23,1,30,26,56,5
"6893","15/10/2021",5,0.46,1,66,32,98,3
"6894","15/10/2021",6,1.06,3,207,36,243,2
"6895","15/10/2021",7,0.94,2,104,34,139,1
"6897","15/10/2021",9,0.59,3,50,35,85,9
"6898","15/10/2021",10,0.54,3,24,36,60,23
"6899","15/10/2021",11,0.35,2,10,26,36,41
"6900","15/10/2021",12,0.41,2,10,35,45,50
"6901","15/10/2021",13,0.29,2,5,23,28,61
"6902","15/10/2021",14,0.11,1,3,12,16,60
"6903","15/10/2021",15,0.13,1,4,14,17,60
"6904","15/10/2021",16,0.11,1,4,13,18,49
"6905","15/10/2021",17,0.09,1,5,14,19,38
"6906","15/10/2021",18,0.11,1,4,13,17,34
"6907","15/10/2021",19,0.19,0,4,17,21,23
"6908","15/10/2021",20,0.19,0,4,17,21,20
"6909","15/10/2021",21,0.19,0,4,18,21,18
"6910","15/10/2021",22,0.19,1,7,22,29,12
"6911","15/10/2021",23,0.2,1,7,21,28,11
"6912","15/10/2021",24,0.13,0,8,18,26,12
"6913","16/10/2021",1,0.11,1,7,21,28,11
"6914","16/10/2021",2,0.07,0,6,18,25,13
"6915","16/10/2021",3,0.03,1,7,20,27,10
"6916","16/10/2021",4,0.18,1,18,24,42,6
"6917","16/10/2021",5,0.42,1,34,26,60,3
"6918","16/10/2021",6,0.28,0,12,19,31,11
"6919","16/10/2021",7,0.2,1,15,21,36,8
"6920","16/10/2021",8,0.18,1,9,19,29,12
"6921","16/10/2021",9,0.18,1,9,18,27,17
"6922","16/10/2021",10,0.19,1,8,15,23,23
"6923","16/10/2021",11,0.15,1,6,11,17,31
"6924","16/10/2021",12,0.12,1,5,10,15,35
"6925","16/10/2021",13,0.09,0,4,8,12,38
"6926","16/10/2021",14,0.12,0,4,9,13,37
"6927","16/10/2021",15,0.1,0,5,9,13,37
"6928","16/10/2021",16,0.1,0,4,9,13,36
"6929","16/10/2021",17,0.14,0,4,11,15,31
"6930","16/10/2021",18,0.18,0,5,15,20,23
"6931","16/10/2021",19,0.17,0,4,16,20,18
"6932","16/10/2021",20,0.19,0,4,15,19,15
"6933","16/10/2021",21,0.11,0,3,12,16,16
"6934","16/10/2021",22,0.1,0,3,14,17,13
"6935","16/10/2021",23,0.07,0,4,16,20,10
"6936","16/10/2021",24,0.01,1,3,14,17,12
"6940","17/10/2021",4,0.09,0,2,8,10,20
"6941","17/10/2021",5,0.11,0,3,11,14,18
"6942","17/10/2021",6,0.14,0,3,15,18,14
"6943","17/10/2021",7,0.25,1,7,19,26,10
"6944","17/10/2021",8,0.28,1,10,17,27,14
"6945","17/10/2021",9,0.22,1,7,13,20,20
"6946","17/10/2021",10,0.22,1,6,11,17,24
"6947","17/10/2021",11,0.24,1,5,11,16,30
"6948","17/10/2021",12,0.23,1,4,10,14,34
"6949","17/10/2021",13,0.28,1,3,11,14,34
"6950","17/10/2021",14,0.3,1,4,13,17,30
"6951","17/10/2021",15,0.27,1,4,12,16,30
"6952","17/10/2021",16,0.35,1,5,17,22,27
"6953","17/10/2021",17,0.36,1,6,17,22,25
"6954","17/10/2021",18,0.34,1,7,20,27,18
"6955","17/10/2021",19,0.34,1,6,20,26,18
"6956","17/10/2021",20,0.32,1,5,21,27,16
"6957","17/10/2021",21,0.33,0,3,17,21,18
"6958","17/10/2021",22,0.31,0,5,17,23,16
"6959","17/10/2021",23,0.29,0,6,18,24,15
"6960","17/10/2021",24,0.17,0,3,11,14,23
"6961","18/10/2021",1,0.18,0,5,14,20,17
"6962","18/10/2021",2,0.14,0,3,15,17,17
"6963","18/10/2021",3,0.18,0,11,22,33,8
"6964","18/10/2021",4,0.28,0,19,24,43,4
"6965","18/10/2021",5,0.44,0,20,20,40,6
"6966","18/10/2021",6,0.48,1,52,21,73,5
"6967","18/10/2021",7,0.87,1,76,25,100,2
"6968","18/10/2021",8,0.96,2,66,28,94,3
"6969","18/10/2021",9,0.68,2,38,27,64,10
"6970","18/10/2021",10,0.55,2,25,27,52,18
"6971","18/10/2021",11,0.73,3,23,38,61,28
"6972","18/10/2021",12,0.55,2,14,32,46,38
"6973","18/10/2021",13,0.42,2,8,24,32,48
"6974","18/10/2021",14,0.36,1,5,19,24,61
"6975","18/10/2021",15,0.27,1,3,15,18,58
"6976","18/10/2021",16,0.25,1,2,13,16,63
"6977","18/10/2021",17,0.26,1,2,16,18,53
"6978","18/10/2021",18,0.33,1,4,22,26,37
"6979","18/10/2021",19,0.43,1,5,30,34,25
"6980","18/10/2021",20,0.32,0,4,21,25,22
"6981","18/10/2021",21,0.32,0,8,22,30,14
"6982","18/10/2021",22,0.35,1,8,27,35,7
"6983","18/10/2021",23,0.21,1,3,14,17,18
"6984","18/10/2021",24,0.12,1,3,10,13,19
"6985","19/10/2021",1,0.08,1,3,9,13,20
"6986","19/10/2021",2,0.09,2,2,9,11,19
"6987","19/10/2021",3,0.12,1,4,14,18,12
"6988","19/10/2021",4,0.33,2,54,23,77,5
"6989","19/10/2021",5,0.54,3,138,26,164,1
"6990","19/10/2021",6,0.67,2,97,22,119,1
"6991","19/10/2021",7,1.07,3,128,24,152,1
"6992","19/10/2021",8,1.07,4,95,26,121,2
"6993","19/10/2021",9,0.97,4,56,32,87,7
"6994","19/10/2021",10,1,4,44,45,89,14
"6995","19/10/2021",11,0.82,3,21,43,64,30
"6996","19/10/2021",12,0.47,2,9,25,34,46
"6997","19/10/2021",13,0.3,1,4,15,19,58
"6998","19/10/2021",14,0.32,1,3,19,22,68
"6999","19/10/2021",15,0.37,2,4,24,28,68
"7000","19/10/2021",16,0.36,1,3,23,26,71
"7001","19/10/2021",17,0.34,1,2,22,24,70
"7002","19/10/2021",18,0.4,4,2,30,33,55
"7003","19/10/2021",19,0.62,3,2,35,38,37
"7004","19/10/2021",20,0.67,1,5,40,45,30
"7005","19/10/2021",21,0.49,1,5,32,37,16
"7006","19/10/2021",22,0.35,1,5,25,30,14
"7007","19/10/2021",23,0.26,1,9,21,30,15
"7008","19/10/2021",24,0.23,1,4,18,22,15
"7009","20/10/2021",1,0.21,1,4,21,25,11
"7010","20/10/2021",2,0.28,1,41,28,69,3
"7011","20/10/2021",3,0.36,2,91,29,121,1
"7012","20/10/2021",4,0.4,1,73,28,101,1
"7013","20/10/2021",5,0.54,2,72,27,98,1
"7014","20/10/2021",6,0.33,1,18,25,43,2
"7015","20/10/2021",7,0.76,1,67,27,94,1
"7016","20/10/2021",8,1.09,3,85,27,112,2
"7017","20/10/2021",9,1.08,5,61,35,96,6
"7018","20/10/2021",10,0.87,6,41,38,79,14
"7019","20/10/2021",11,0.56,6,17,32,49,30
"7020","20/10/2021",12,0.44,4,8,29,37,49
"7021","20/10/2021",13,0.5,3,5,27,32,67
"7022","20/10/2021",14,0.48,3,3,22,25,81
"7023","20/10/2021",15,0.4,3,2,17,18,93
"7024","20/10/2021",16,0.37,2,2,19,21,85
"7025","20/10/2021",17,0.34,2,2,20,21,65
"7026","20/10/2021",18,0.38,2,2,28,30,45
"7027","20/10/2021",19,0.51,1,1,34,36,36
"7028","20/10/2021",20,0.49,1,5,31,36,18
"7029","20/10/2021",21,0.37,1,6,27,33,8
"7030","20/10/2021",22,0.27,1,6,22,28,10
"7031","20/10/2021",23,0.15,1,4,13,16,17
"7032","20/10/2021",24,0.09,1,2,10,12,20
"7033","21/10/2021",1,0.12,1,4,15,18,14
"7034","21/10/2021",2,0.1,1,4,11,15,17
"7035","21/10/2021",3,0.12,3,7,15,22,12
"7036","21/10/2021",4,0.13,5,8,14,22,11
"7037","21/10/2021",5,0.17,7,11,16,28,9
"7038","21/10/2021",6,0.28,6,17,22,39,5
"7039","21/10/2021",7,0.47,8,30,29,59,2
"7040","21/10/2021",8,0.54,10,27,29,56,3
"7041","21/10/2021",9,0.45,10,23,22,46,11
"7042","21/10/2021",10,0.31,4,14,17,31,18
"7043","21/10/2021",11,0.27,3,9,14,23,24
"7044","21/10/2021",12,0.28,2,9,17,25,30
"7045","21/10/2021",13,0.28,2,6,16,22,41
"7046","21/10/2021",14,0.28,2,7,18,25,33
"7047","21/10/2021",15,0.34,1,9,18,27,23
"7048","21/10/2021",16,0.27,1,7,15,22,24
"7049","21/10/2021",17,0.25,1,7,15,22,19
"7050","21/10/2021",18,0.43,1,18,24,42,11
"7051","21/10/2021",19,0.41,1,12,23,35,12
"7052","21/10/2021",20,0.37,1,12,23,34,7
"7053","21/10/2021",21,0.31,1,8,23,32,5
"7054","21/10/2021",22,0.29,1,7,21,28,6
"7055","21/10/2021",23,0.22,1,4,17,21,10
"7056","21/10/2021",24,0.12,1,1,11,12,15
"7057","22/10/2021",1,0.07,0,0,6,6,19
"7058","22/10/2021",2,0.08,0,1,7,8,18
"7059","22/10/2021",3,0.07,0,0,5,6,20
"7060","22/10/2021",4,0.1,0,1,10,11,15
"7061","22/10/2021",5,0.18,1,5,20,26,4
"7062","22/10/2021",6,0.29,1,30,24,53,1
"7063","22/10/2021",7,0.42,1,27,23,50,1
"7064","22/10/2021",8,0.52,1,29,24,53,2
"7065","22/10/2021",9,0.47,2,22,22,45,5
"7066","22/10/2021",10,0.47,2,22,22,43,7
"7067","22/10/2021",11,0.39,2,19,22,41,11
"7068","22/10/2021",12,0.44,2,18,21,39,14
"7069","22/10/2021",13,0.34,2,16,19,35,20
"7070","22/10/2021",14,0.32,1,10,17,27,27
"7071","22/10/2021",15,0.36,1,9,19,29,28
"7072","22/10/2021",16,0.37,1,9,20,29,24
"7073","22/10/2021",17,0.33,1,9,18,27,21
"7074","22/10/2021",18,0.3,1,8,19,27,17
"7075","22/10/2021",19,0.31,2,5,18,23,15
"7076","22/10/2021",20,0.35,1,8,22,30,8
"7077","22/10/2021",21,0.31,1,7,22,29,6
"7078","22/10/2021",22,0.29,1,5,17,22,9
"7079","22/10/2021",23,0.34,1,14,20,35,5
"7080","22/10/2021",24,0.37,1,20,24,44,2
"7084","23/10/2021",4,0.26,1,16,19,34,4
"7085","23/10/2021",5,0.39,1,29,20,49,1
"7086","23/10/2021",6,0.47,1,36,17,54,1
"7087","23/10/2021",7,0.44,1,23,16,39,1
"7088","23/10/2021",8,0.46,2,29,16,45,3
"7089","23/10/2021",9,0.48,7,28,18,47,7
"7090","23/10/2021",10,0.47,6,22,23,45,10
"7091","23/10/2021",11,0.46,7,17,22,39,22
"7092","23/10/2021",12,0.45,5,11,24,35,34
"7093","23/10/2021",13,0.45,4,6,25,32,55
"7094","23/10/2021",14,0.52,3,4,24,27,74
"7095","23/10/2021",15,0.58,3,3,26,29,86
"7096","23/10/2021",16,0.56,3,1,28,30,87
"7097","23/10/2021",17,0.63,3,1,33,34,81
"7098","23/10/2021",18,0.67,2,2,42,44,51
"7099","23/10/2021",19,0.76,2,2,45,47,33
"7100","23/10/2021",20,0.61,1,3,31,35,21
"7101","23/10/2021",21,0.53,1,7,29,35,11
"7102","23/10/2021",22,0.68,1,8,34,42,6
"7103","23/10/2021",23,0.42,1,7,23,30,2
"7104","23/10/2021",24,0.35,1,7,21,28,3
"7105","24/10/2021",1,0.32,1,5,20,25,7
"7106","24/10/2021",2,0.18,1,3,14,16,10
"7107","24/10/2021",3,0.11,1,2,9,11,10
"7108","24/10/2021",4,0.1,1,1,8,10,11
"7109","24/10/2021",5,0.2,0,8,13,22,6
"7110","24/10/2021",6,0.28,1,17,14,31,3
"7111","24/10/2021",7,0.45,1,25,16,41,1
"7112","24/10/2021",8,0.64,1,37,21,58,2
"7113","24/10/2021",9,0.58,2,30,22,52,8
"7114","24/10/2021",10,0.53,2,18,23,41,17
"7115","24/10/2021",11,0.46,2,11,21,31,25
"7116","24/10/2021",12,0.44,2,6,18,25,33
"7117","24/10/2021",13,0.39,2,5,17,23,40
"7118","24/10/2021",14,0.36,3,4,16,20,48
"7119","24/10/2021",15,0.32,4,2,13,15,56
"7120","24/10/2021",16,0.42,3,1,19,20,58
"7121","24/10/2021",17,0.52,1,4,27,32,36
"7122","24/10/2021",18,0.46,1,5,25,31,22
"7123","24/10/2021",19,0.3,1,4,15,20,21
"7124","24/10/2021",20,0.42,1,9,20,29,14
"7125","24/10/2021",21,0.41,1,6,22,28,13
"7126","24/10/2021",22,0.44,1,14,24,38,9
"7127","24/10/2021",23,0.55,1,31,29,60,4
"7128","24/10/2021",24,0.64,1,32,28,60,2
"7129","25/10/2021",1,0.49,1,16,24,41,3
"7130","25/10/2021",2,0.4,1,39,24,63,2
"7131","25/10/2021",3,0.44,1,52,22,74,1
"7132","25/10/2021",4,0.48,1,69,20,90,2
"7133","25/10/2021",5,0.91,2,107,19,126,1
"7134","25/10/2021",6,1.41,3,198,21,219,2
"7135","25/10/2021",7,1.93,4,251,22,273,2
"7136","25/10/2021",8,1.35,3,127,22,148,1
"7137","25/10/2021",9,1.21,2,98,29,127,2
"7138","25/10/2021",10,1.38,3,81,41,123,3
"7139","25/10/2021",11,1.44,3,57,58,116,9
"7140","25/10/2021",12,0.93,2,25,47,72,20
"7141","25/10/2021",13,0.33,1,9,14,23,22
"7142","25/10/2021",14,0.18,1,6,9,15,22
"7143","25/10/2021",15,0.21,0,7,10,17,24
"7144","25/10/2021",16,0.2,0,7,11,18,22
"7145","25/10/2021",17,0.24,0,9,15,23,16
"7146","25/10/2021",18,0.41,1,17,21,38,8
"7147","25/10/2021",19,0.61,1,20,22,42,4
"7148","25/10/2021",20,0.83,1,60,23,84,2
"7149","25/10/2021",21,0.71,1,60,21,82,1
"7150","25/10/2021",22,0.84,1,75,21,96,1
"7151","25/10/2021",23,0.94,2,83,20,102,1
"7152","25/10/2021",24,1.08,2,117,20,137,1
"7153","26/10/2021",1,0.67,2,72,20,92,1
"7154","26/10/2021",2,0.42,1,39,19,58,1
"7155","26/10/2021",3,0.37,1,36,18,54,1
"7156","26/10/2021",4,0.59,2,89,21,110,1
"7157","26/10/2021",5,1.18,2,125,28,152,1
"7158","26/10/2021",6,1.37,4,228,22,250,1
"7159","26/10/2021",7,1.85,3,220,24,243,1
"7160","26/10/2021",8,1.97,5,196,27,223,1
"7161","26/10/2021",9,1.88,4,141,48,189,3
"7162","26/10/2021",10,1.12,2,49,53,101,12
"7163","26/10/2021",11,0.86,1,22,48,69,31
"7164","26/10/2021",12,0.49,1,8,28,36,49
"7165","26/10/2021",13,0.25,1,4,15,19,54
"7166","26/10/2021",14,0.17,1,3,12,15,56
"7167","26/10/2021",15,0.13,0,3,12,15,47
"7168","26/10/2021",16,0.12,0,4,11,14,35
"7169","26/10/2021",17,0.1,0,3,10,13,29
"7170","26/10/2021",18,0.09,0,2,8,10,29
"7171","26/10/2021",19,0.42,0,12,24,36,10
"7172","26/10/2021",20,0.64,1,24,31,55,5
"7173","26/10/2021",21,0.52,1,13,34,46,5
"7174","26/10/2021",22,0.23,1,13,19,32,8
"7175","26/10/2021",23,0.04,0,3,8,12,16
"7176","26/10/2021",24,0.16,1,4,18,23,7
"7177","27/10/2021",1,0.32,0,7,24,31,3
"7178","27/10/2021",2,0.4,1,49,23,72,2
"7179","27/10/2021",3,0.44,2,103,24,127,2
"7180","27/10/2021",4,0.22,1,23,19,42,4
"7181","27/10/2021",5,0.51,1,34,21,55,1
"7182","27/10/2021",6,0.91,2,93,21,114,1
"7183","27/10/2021",7,1.24,2,109,22,130,1
"7184","27/10/2021",8,1.01,2,74,22,96,3
"7185","27/10/2021",9,0.71,1,33,24,57,10
"7186","27/10/2021",10,0.47,1,17,20,37,18
"7187","27/10/2021",11,0.48,1,12,22,34,28
"7188","27/10/2021",12,0.48,1,10,23,32,40
"7189","27/10/2021",13,0.19,0,4,10,14,38
"7190","27/10/2021",14,0.11,0,2,5,7,40
"7191","27/10/2021",15,0.15,1,2,7,10,50
"7192","27/10/2021",16,0.15,1,2,8,11,49
"7193","27/10/2021",17,0.3,1,4,19,23,38
"7194","27/10/2021",18,0.25,1,3,13,16,30
"7195","27/10/2021",19,0.38,0,5,22,27,19
"7196","27/10/2021",20,0.52,1,7,38,45,9
"7197","27/10/2021",21,0.44,0,5,35,39,9
"7198","27/10/2021",22,0.45,0,6,35,41,8
"7199","27/10/2021",23,0.49,0,10,36,46,3
"7200","27/10/2021",24,0.48,1,10,35,45,3
"7201","28/10/2021",1,0.73,2,86,34,120,2
"7202","28/10/2021",2,0.75,2,99,33,133,1
"7203","28/10/2021",3,0.39,1,62,31,93,2
"7204","28/10/2021",4,0.27,1,31,28,59,2
"7205","28/10/2021",5,0.33,1,25,29,54,3
"7206","28/10/2021",6,0.98,3,167,32,199,2
"7207","28/10/2021",7,0.72,3,110,31,141,1
"7208","28/10/2021",8,0.85,2,82,31,113,2
"7209","28/10/2021",9,0.56,2,53,35,88,7
"7210","28/10/2021",10,0.26,2,18,29,46,25
"7211","28/10/2021",11,0.13,2,10,26,36,42
"7212","28/10/2021",12,0.2,2,9,31,41,49
"7213","28/10/2021",13,0.07,2,4,21,25,71
"7214","28/10/2021",14,0.17,3,3,25,28,90
"7215","28/10/2021",15,0.41,2,1,39,40,99
