"","FECHA","HORA","CO","CO2","NO","NO2","NOX","O3"
"7216","28/10/2021",16,0.52,2,2,44,46,93
"7217","28/10/2021",17,0.42,2,2,39,41,68
"7218","28/10/2021",18,0.26,2,2,35,37,46
"7219","28/10/2021",19,0.44,2,4,41,44,38
"7220","28/10/2021",20,0.34,3,4,43,47,28
"7221","28/10/2021",21,0.09,2,3,31,34,30
"7222","28/10/2021",22,0.31,2,5,43,48,15
"7223","28/10/2021",23,0.8,1,13,57,70,2
"7224","28/10/2021",24,0.61,1,6,50,56,5
"7228","29/10/2021",4,0.31,1,29,40,69,2
"7229","29/10/2021",5,0.5,1,21,36,57,2
"7230","29/10/2021",6,0.68,1,61,35,96,1
"7231","29/10/2021",7,0.88,2,98,29,127,1
"7232","29/10/2021",8,0.55,2,47,29,76,3
"7233","29/10/2021",9,0.51,3,31,31,62,8
"7234","29/10/2021",10,0.46,3,25,32,57,17
"7235","29/10/2021",11,0.39,4,21,36,57,26
"7236","29/10/2021",12,0.29,4,11,32,43,44
"7237","29/10/2021",13,0.19,4,6,26,33,61
"7238","29/10/2021",14,0.33,3,4,30,34,79
"7239","29/10/2021",15,0.43,2,3,35,38,91
"7240","29/10/2021",16,0.25,2,4,32,36,67
"7241","29/10/2021",17,0.25,2,7,42,49,41
"7242","29/10/2021",18,0.32,8,6,45,51,33
"7243","29/10/2021",19,0.44,15,8,50,58,20
"7244","29/10/2021",20,0.23,13,7,36,43,17
"7245","29/10/2021",21,0.08,6,4,20,24,22
"7246","29/10/2021",22,0.06,19,5,23,28,16
"7247","29/10/2021",23,0.17,24,10,32,42,6
"7248","29/10/2021",24,0.21,16,25,39,63,2
"7249","30/10/2021",1,0.16,10,23,38,61,1
"7250","30/10/2021",2,0.25,10,34,38,72,1
"7251","30/10/2021",3,0.23,11,32,37,69,1
"7252","30/10/2021",4,0.2,17,35,35,70,2
"7253","30/10/2021",5,0.56,18,56,35,92,1
"7254","30/10/2021",6,1.19,10,173,33,206,1
"7255","30/10/2021",7,0.9,8,85,31,117,1
"7256","30/10/2021",8,0.82,8,78,34,112,2
"7257","30/10/2021",9,0.8,9,67,38,105,3
"7258","30/10/2021",10,0.91,12,57,49,106,9
"7259","30/10/2021",11,0.47,7,22,40,62,28
"7260","30/10/2021",12,0.17,3,7,24,31,52
"7261","30/10/2021",13,0.18,4,10,30,39,49
"7262","30/10/2021",14,0.18,6,7,26,33,58
"7263","30/10/2021",15,0.19,5,4,24,28,67
"7264","30/10/2021",16,0.06,3,2,20,22,65
"7265","30/10/2021",17,0.06,3,2,17,19,63
"7266","30/10/2021",18,0.19,8,4,34,38,44
"7267","30/10/2021",19,0.31,16,8,46,54,26
"7268","30/10/2021",20,0.31,12,5,39,44,23
"7269","30/10/2021",21,0.3,7,3,34,37,21
"7270","30/10/2021",22,0.24,5,2,29,30,21
"7271","30/10/2021",23,0.14,4,2,23,25,24
"7272","30/10/2021",24,0.06,5,1,21,22,23
"7273","31/10/2021",1,0.19,3,14,29,43,13
"7274","31/10/2021",2,0.54,3,50,37,87,2
"7275","31/10/2021",3,0.45,2,27,34,61,3
"7276","31/10/2021",4,0.42,2,42,36,78,2
"7277","31/10/2021",5,0.49,2,49,34,83,1
"7278","31/10/2021",6,0.52,2,37,31,68,1
"7279","31/10/2021",7,1.18,3,123,30,153,1
"7280","31/10/2021",8,0.55,3,37,31,68,5
"7281","31/10/2021",9,0.88,3,46,46,92,9
"7282","31/10/2021",10,0.82,3,26,50,76,23
"7283","31/10/2021",11,0.52,3,12,41,54,45
"7284","31/10/2021",12,0.35,4,6,31,38,62
"7285","31/10/2021",13,0.16,2,3,18,22,73
"7286","31/10/2021",14,0.17,2,2,19,21,88
"7287","31/10/2021",15,0.14,3,1,17,19,91
"7288","31/10/2021",16,0.06,2,1,14,15,80
"7289","31/10/2021",17,0.13,2,1,22,23,70
"7290","31/10/2021",18,0.11,3,1,21,22,59
"7291","31/10/2021",19,0.14,2,1,21,22,42
"7292","31/10/2021",20,0.22,1,2,26,28,30
"7293","31/10/2021",21,0.32,1,3,30,33,23
"7294","31/10/2021",22,0.38,1,4,33,36,15
"7295","31/10/2021",23,0.37,1,2,32,34,16
"7296","31/10/2021",24,0.5,1,18,38,56,8
"7297","01/11/2021",1,0.16,1,3,25,27,15
"7298","01/11/2021",2,0.11,1,5,27,33,10
"7299","01/11/2021",3,0.15,2,23,28,51,9
"7300","01/11/2021",4,0.03,1,5,21,27,12
"7301","01/11/2021",5,0.02,1,5,19,24,15
"7302","01/11/2021",6,0.18,1,13,24,37,9
"7303","01/11/2021",7,0.4,2,49,34,83,4
"7304","01/11/2021",8,0.39,2,39,28,67,5
"7305","01/11/2021",9,0.36,6,29,29,58,11
"7306","01/11/2021",10,0.23,25,18,29,46,22
"7307","01/11/2021",11,0.29,17,16,33,49,30
"7308","01/11/2021",12,0.26,15,12,34,45,40
"7309","01/11/2021",13,0.31,12,8,33,41,57
"7310","01/11/2021",14,0.38,9,3,38,41,76
"7311","01/11/2021",15,0.37,8,2,37,39,85
"7312","01/11/2021",16,0.33,6,2,37,38,76
"7313","01/11/2021",17,0.08,18,2,23,25,50
"7314","01/11/2021",18,0.08,21,2,26,28,44
"7315","01/11/2021",19,0.2,13,5,30,35,23
"7316","01/11/2021",20,0.12,1,5,28,33,15
"7317","01/11/2021",21,0.22,3,5,33,39,8
"7318","01/11/2021",22,0.13,1,2,24,27,13
"7319","01/11/2021",23,0.11,1,2,21,24,15
"7320","01/11/2021",24,0.13,2,2,20,23,15
"7321","02/11/2021",1,0.04,2,3,19,22,17
"7322","02/11/2021",2,0.11,2,11,30,41,6
"7323","02/11/2021",3,0.2,2,17,30,48,3
"7324","02/11/2021",4,0.13,2,18,30,48,2
"7325","02/11/2021",5,0.26,2,56,32,88,2
"7326","02/11/2021",6,0.66,3,94,33,126,1
"7327","02/11/2021",7,0.7,3,77,31,108,1
"7328","02/11/2021",8,0.88,4,103,33,136,2
"7329","02/11/2021",9,0.7,9,71,38,109,5
"7330","02/11/2021",10,0.36,17,28,31,60,16
"7331","02/11/2021",11,0.28,12,16,26,42,27
"7332","02/11/2021",12,0.19,9,9,22,31,39
"7333","02/11/2021",13,0.18,10,10,25,35,41
"7334","02/11/2021",14,0.15,7,5,20,25,56
"7335","02/11/2021",15,0.09,4,3,14,17,62
"7336","02/11/2021",16,0.1,4,3,15,19,53
"7337","02/11/2021",17,0.07,4,4,16,20,47
"7338","02/11/2021",18,0.09,1,4,17,21,32
"7339","02/11/2021",19,0.15,1,4,19,23,22
"7340","02/11/2021",20,0.12,0,4,21,26,18
"7341","02/11/2021",21,0.16,1,3,23,27,15
"7342","02/11/2021",22,0.12,3,3,19,22,17
"7343","02/11/2021",23,0.1,3,4,21,25,15
"7344","02/11/2021",24,0.11,3,9,24,33,11
"7345","03/11/2021",1,0.3,3,40,30,70,4
"7346","03/11/2021",2,0.45,2,54,31,85,1
"7347","03/11/2021",3,0.26,2,38,30,68,1
"7348","03/11/2021",4,0.09,1,9,24,33,7
"7349","03/11/2021",5,0.52,2,78,33,111,2
"7350","03/11/2021",6,0.74,2,101,35,136,1
"7351","03/11/2021",7,1.6,6,337,36,373,1
"7352","03/11/2021",8,1.75,9,259,38,297,1
"7353","03/11/2021",9,1.25,10,108,48,156,3
"7354","03/11/2021",10,0.83,7,43,48,90,14
"7355","03/11/2021",11,0.65,10,25,46,71,25
"7356","03/11/2021",12,0.5,9,16,41,57,38
"7357","03/11/2021",13,0.42,7,11,38,48,51
"7358","03/11/2021",14,0.26,6,11,36,46,51
"7359","03/11/2021",15,0.22,9,7,28,36,53
"7360","03/11/2021",16,0.14,8,6,24,30,53
"7361","03/11/2021",17,0.1,35,5,23,28,47
"7362","03/11/2021",18,0.22,24,8,36,45,29
"7363","03/11/2021",19,0.32,15,10,43,53,14
"7364","03/11/2021",20,0.53,25,16,47,63,6
"7365","03/11/2021",21,0.49,19,15,40,55,8
"7366","03/11/2021",22,0.35,10,21,38,59,7
"7367","03/11/2021",23,0.33,6,24,37,61,6
"7368","03/11/2021",24,0.75,6,72,41,113,1
"7372","04/11/2021",4,0.59,4,56,39,96,1
"7373","04/11/2021",5,0.53,2,46,37,83,1
"7374","04/11/2021",6,1.41,3,197,42,239,1
"7375","04/11/2021",7,0.64,3,94,35,129,1
"7376","04/11/2021",8,0.32,13,34,32,65,4
"7377","04/11/2021",9,0.39,17,31,28,59,10
"7378","04/11/2021",10,0.6,21,35,40,75,15
"7379","04/11/2021",11,0.53,26,20,42,62,27
"7380","04/11/2021",12,0.35,25,16,37,52,35
"7381","04/11/2021",13,0.27,39,12,27,39,39
"7382","04/11/2021",14,0.25,46,11,31,42,44
"7383","04/11/2021",15,0.19,25,6,23,30,51
"7384","04/11/2021",16,0.14,24,5,24,29,53
"7385","04/11/2021",17,0.15,17,6,27,32,45
"7386","04/11/2021",18,0.16,11,6,31,37,34
"7387","04/11/2021",19,0.26,3,9,30,39,20
"7388","04/11/2021",20,0.27,1,9,28,37,15
"7389","04/11/2021",21,0.31,1,18,35,53,5
"7390","04/11/2021",22,0.21,1,10,31,41,5
"7391","04/11/2021",23,0.16,1,11,29,40,6
"7392","04/11/2021",24,0.13,2,9,26,35,6
"7393","05/11/2021",1,0.12,7,4,21,25,10
"7394","05/11/2021",2,0.1,7,9,21,30,8
"7395","05/11/2021",3,0.07,7,7,20,28,8
"7396","05/11/2021",4,0.05,5,13,18,31,9
"7397","05/11/2021",5,0.02,5,10,17,27,10
"7398","05/11/2021",6,0.13,4,21,19,41,8
"7399","05/11/2021",7,0.15,6,18,22,41,5
"7400","05/11/2021",8,0.27,9,25,23,48,5
"7401","05/11/2021",9,0.31,21,23,22,46,10
"7402","05/11/2021",10,0.8,15,47,42,89,10
"7403","05/11/2021",11,0.77,9,31,48,79,21
"7404","05/11/2021",12,0.61,6,18,46,64,36
"7405","05/11/2021",13,0.32,3,8,31,39,51
"7406","05/11/2021",14,0.28,2,6,30,36,57
"7407","05/11/2021",15,0.15,1,4,20,24,60
"7408","05/11/2021",16,0.11,1,4,20,23,61
"7409","05/11/2021",17,0.12,1,4,22,25,59
"7410","05/11/2021",18,0.28,2,7,37,44,35
"7411","05/11/2021",19,0.44,4,9,47,56,21
"7412","05/11/2021",20,0.51,4,12,44,55,12
"7413","05/11/2021",21,0.51,1,16,39,55,8
"7414","05/11/2021",22,0.42,2,11,39,50,7
"7415","05/11/2021",23,0.28,3,6,33,39,10
"7416","05/11/2021",24,0.23,2,6,29,35,11
"7417","06/11/2021",1,0.44,3,50,38,88,2
"7418","06/11/2021",2,0.49,3,71,36,107,3
"7419","06/11/2021",3,0.16,2,20,31,51,7
"7420","06/11/2021",4,0.27,3,25,33,58,3
"7421","06/11/2021",5,0.62,4,151,34,185,1
"7422","06/11/2021",6,0.52,4,91,33,123,1
"7423","06/11/2021",7,0.88,3,136,30,166,1
"7424","06/11/2021",8,0.46,4,62,27,89,3
"7425","06/11/2021",9,0.45,6,40,32,71,8
"7426","06/11/2021",10,0.56,8,40,39,79,12
"7427","06/11/2021",11,0.23,5,14,25,40,31
"7428","06/11/2021",12,0.1,6,7,16,24,38
"7429","06/11/2021",13,0.13,6,6,19,25,46
"7430","06/11/2021",14,0.15,6,5,19,24,51
"7431","06/11/2021",15,0.08,12,4,15,19,57
"7432","06/11/2021",16,0.07,11,3,14,17,58
"7433","06/11/2021",17,0.09,8,4,19,23,50
"7434","06/11/2021",18,0.15,9,4,27,31,39
"7435","06/11/2021",19,0.19,9,3,27,30,36
"7436","06/11/2021",20,0.16,20,6,26,31,23
"7437","06/11/2021",21,0.11,10,3,20,23,22
"7438","06/11/2021",22,0.07,11,4,18,21,20
"7439","06/11/2021",23,0.03,11,4,16,19,19
"7440","06/11/2021",24,0.06,16,5,22,27,11
"7441","07/11/2021",1,0.11,29,5,25,31,8
"7442","07/11/2021",2,0.09,15,4,20,24,11
"7443","07/11/2021",3,0.04,9,4,18,22,13
"7444","07/11/2021",4,0.03,5,6,21,28,9
"7445","07/11/2021",5,0.03,5,16,24,39,7
"7446","07/11/2021",6,0.23,5,36,26,62,3
"7447","07/11/2021",7,0.36,4,29,26,55,2
"7448","07/11/2021",8,0.66,12,56,26,82,2
"7449","07/11/2021",9,0.49,19,34,28,62,9
"7450","07/11/2021",10,0.37,15,19,28,46,20
"7451","07/11/2021",11,0.31,9,9,24,33,40
"7452","07/11/2021",12,0.19,6,4,17,21,55
"7453","07/11/2021",13,0.11,4,3,14,17,62
"7454","07/11/2021",14,0.19,4,3,18,20,76
"7455","07/11/2021",15,0.16,5,2,16,18,86
"7456","07/11/2021",16,0.16,5,1,15,16,94
"7457","07/11/2021",17,0.09,3,1,15,16,74
"7458","07/11/2021",18,0.11,2,2,18,19,60
"7459","07/11/2021",19,0.1,10,4,21,25,31
"7460","07/11/2021",20,0.08,3,4,18,23,18
"7461","07/11/2021",21,0.12,3,4,21,25,14
"7462","07/11/2021",22,0.12,2,5,21,26,13
"7463","07/11/2021",23,0.1,2,5,17,22,15
"7464","07/11/2021",24,0.03,2,3,14,17,17
"7465","08/11/2021",1,0,2,3,14,17,16
"7466","08/11/2021",2,0,3,8,20,27,9
"7467","08/11/2021",3,0.02,2,8,19,28,8
"7468","08/11/2021",4,0.1,2,23,23,47,3
"7469","08/11/2021",5,0.21,2,46,26,73,1
"7470","08/11/2021",6,0.69,3,150,26,176,1
"7471","08/11/2021",7,0.96,4,177,26,204,1
"7472","08/11/2021",8,0.97,5,107,28,134,1
"7473","08/11/2021",9,0.91,10,81,37,118,3
"7474","08/11/2021",10,0.71,12,47,42,89,11
"7475","08/11/2021",11,0.79,10,29,50,78,24
"7476","08/11/2021",12,0.3,6,8,29,37,49
"7477","08/11/2021",13,0.33,6,10,39,48,54
"7478","08/11/2021",14,0.28,7,6,32,38,62
"7479","08/11/2021",15,0.19,5,3,24,26,79
"7480","08/11/2021",16,0.27,4,2,24,26,93
"7481","08/11/2021",17,0.19,3,2,23,25,83
"7482","08/11/2021",18,0.19,5,3,33,36,52
"7483","08/11/2021",19,0.31,7,6,41,47,28
"7484","08/11/2021",20,0.21,3,7,31,38,16
"7485","08/11/2021",21,0.21,3,5,30,35,15
"7486","08/11/2021",22,0.12,8,5,23,29,19
"7487","08/11/2021",23,0.14,28,6,25,31,14
"7488","08/11/2021",24,0.12,30,8,26,34,11
"7489","09/11/2021",1,0.18,27,11,32,43,6
"7490","09/11/2021",2,0.23,15,29,33,62,2
"7491","09/11/2021",3,0.22,10,27,31,58,2
"7492","09/11/2021",4,0.16,7,34,31,66,2
"7493","09/11/2021",5,0.32,6,103,33,136,1
"7494","09/11/2021",6,0.32,5,65,30,96,1
"7495","09/11/2021",7,0.25,10,29,30,59,1
"7496","09/11/2021",8,0.61,19,68,30,98,2
"7497","09/11/2021",9,0.67,32,71,37,108,5
"7498","09/11/2021",10,0.71,24,54,45,99,11
"7499","09/11/2021",11,1.05,19,44,66,111,19
"7500","09/11/2021",12,0.78,17,23,58,81,38
"7501","09/11/2021",13,0.36,11,9,38,46,57
"7502","09/11/2021",14,0.29,10,7,36,43,61
"7503","09/11/2021",15,0.26,6,4,26,30,78
"7504","09/11/2021",16,0.26,5,2,26,28,89
"7561","12/11/2021",1,0.12,1,5,24,29,17
"7562","12/11/2021",2,0.08,1,4,23,28,16
"7563","12/11/2021",3,0.07,1,7,24,31,16
"7564","12/11/2021",4,0.01,1,3,17,20,21
"7565","12/11/2021",5,0.07,1,7,17,25,18
"7566","12/11/2021",6,0.13,2,14,23,37,13
"7567","12/11/2021",7,0.52,3,70,33,104,3
"7568","12/11/2021",8,0.85,6,101,37,137,3
"7569","12/11/2021",9,0.27,9,16,22,39,19
"7570","12/11/2021",10,0.23,7,11,19,30,29
"7571","12/11/2021",11,0.21,5,7,17,24,37
"7572","12/11/2021",12,0.21,3,7,18,26,43
"7573","12/11/2021",13,0.33,4,8,25,33,52
"7574","12/11/2021",14,0.35,4,8,28,36,56
"7575","12/11/2021",15,0.3,2,5,23,29,64
"7576","12/11/2021",16,0.29,2,4,23,27,65
"7577","12/11/2021",17,0.2,1,5,23,28,53
"7578","12/11/2021",18,0.31,2,7,31,38,38
"7579","12/11/2021",19,0.29,1,6,31,37,23
"7580","12/11/2021",20,0.25,1,5,29,34,17
"7581","12/11/2021",21,0.3,1,9,33,42,10
"7582","12/11/2021",22,0.21,2,9,23,33,16
"7583","12/11/2021",23,0.16,6,6,20,25,17
"7584","12/11/2021",24,0.2,21,8,24,32,12
"7585","13/11/2021",1,0.18,32,8,25,33,10
"7586","13/11/2021",2,0.15,33,8,24,31,10
"7587","13/11/2021",3,0.08,26,4,17,21,16
"7588","13/11/2021",4,0.06,13,3,14,17,18
"7589","13/11/2021",5,0.03,13,4,13,17,20
"7590","13/11/2021",6,0.07,17,6,16,22,17
"7591","13/11/2021",7,0.09,17,8,20,28,14
"7592","13/11/2021",8,0.22,13,14,25,39,10
"7593","13/11/2021",9,0.26,11,17,24,41,14
"7594","13/11/2021",10,0.21,8,14,20,34,22
"7595","13/11/2021",11,0.14,6,8,16,24,32
"7596","13/11/2021",12,0.17,5,7,16,22,39
"7597","13/11/2021",13,0.13,3,6,15,21,47
"7598","13/11/2021",14,0.08,2,3,11,14,55
"7599","13/11/2021",15,0.1,1,3,10,13,53
"7600","13/11/2021",16,0.11,1,4,12,15,46
"7601","13/11/2021",17,0.1,1,4,12,17,41
"7602","13/11/2021",18,0.14,1,4,16,20,33
"7603","13/11/2021",19,0.22,1,6,22,28,22
"7604","13/11/2021",20,0.17,1,6,19,25,22
"7605","13/11/2021",21,0.13,1,4,21,25,17
"7606","13/11/2021",22,0.12,1,4,22,26,14
"7607","13/11/2021",23,0.07,1,3,15,18,20
"7608","13/11/2021",24,0.05,1,3,13,16,21
"7609","14/11/2021",1,0.04,1,3,13,16,20
"7610","14/11/2021",2,0.1,1,3,21,25,11
"7611","14/11/2021",3,0.06,1,4,21,24,11
"7612","14/11/2021",4,0.06,2,6,19,25,12
"7613","14/11/2021",5,0.07,1,5,19,25,10
"7614","14/11/2021",6,0.11,1,10,19,29,9
"7615","14/11/2021",7,0.14,2,9,19,28,5
"7616","14/11/2021",8,0.12,2,8,16,24,12
"7617","14/11/2021",9,0.11,2,5,12,18,18
"7618","14/11/2021",10,0.13,3,6,11,16,22
"7619","14/11/2021",11,0.2,2,9,13,22,27
"7620","14/11/2021",12,0.22,2,7,14,22,35
"7621","14/11/2021",13,0.28,3,7,19,26,42
"7622","14/11/2021",14,0.24,2,4,15,19,58
"7623","14/11/2021",15,0.25,2,3,15,18,71
"7624","14/11/2021",16,0.3,2,2,15,17,76
"7625","14/11/2021",17,0.34,1,2,18,20,73
"7626","14/11/2021",18,0.38,2,2,26,28,62
"7627","14/11/2021",19,0.79,1,9,53,63,29
"7628","14/11/2021",20,0.18,1,4,20,25,23
"7629","14/11/2021",21,0.18,1,3,19,22,25
"7630","14/11/2021",22,0.18,1,3,22,24,20
"7631","14/11/2021",23,0.09,1,4,15,18,21
"7632","14/11/2021",24,0.09,1,5,14,19,21
"7633","15/11/2021",1,0.07,0,2,12,15,24
"7634","15/11/2021",2,0.08,0,3,17,21,16
"7635","15/11/2021",3,0.14,1,11,23,33,7
"7636","15/11/2021",4,0.06,1,2,16,18,11
"7637","15/11/2021",5,0.05,1,4,16,20,9
"7638","15/11/2021",6,0.25,1,26,24,50,2
"7639","15/11/2021",7,0.56,2,91,27,118,0
"7640","15/11/2021",8,0.89,4,118,27,145,0
"7641","15/11/2021",9,0.59,5,53,30,83,6
"7642","15/11/2021",10,0.42,5,28,29,58,18
"7643","15/11/2021",11,0.17,5,11,21,32,34
"7644","15/11/2021",12,0.2,3,9,20,29,39
"7645","15/11/2021",13,0.19,5,8,19,27,45
"7646","15/11/2021",14,0.22,6,6,20,26,56
"7647","15/11/2021",15,0.19,3,3,16,20,64
"7648","15/11/2021",16,0.11,2,3,12,15,60
"7649","15/11/2021",17,0.08,2,2,11,13,59
"7650","15/11/2021",18,0.16,3,3,20,23,45
"7651","15/11/2021",19,0.14,3,3,21,24,32
"7652","15/11/2021",20,0.13,0,3,17,20,30
"7653","15/11/2021",21,0.13,1,2,20,22,23
"7654","15/11/2021",22,0.12,5,3,18,21,21
"7655","15/11/2021",23,0.12,11,5,19,24,18
"7656","15/11/2021",24,0.26,7,13,29,42,6
"7660","16/11/2021",4,0.21,5,64,30,94,1
"7661","16/11/2021",5,0.3,3,61,33,94,0
"7662","16/11/2021",6,0.98,4,209,35,244,0
"7663","16/11/2021",7,1.34,5,217,35,252,0
"7664","16/11/2021",8,0.91,5,95,34,129,1
"7665","16/11/2021",9,0.8,10,72,41,113,4
"7666","16/11/2021",10,0.78,8,48,45,93,12
"7667","16/11/2021",11,0.72,9,32,49,81,23
"7668","16/11/2021",12,0.62,6,17,49,66,42
"7669","16/11/2021",13,0.45,4,11,42,53,57
"7670","16/11/2021",14,0.19,3,6,27,33,65
"7671","16/11/2021",15,0.23,3,5,27,31,71
"7672","16/11/2021",16,0.23,2,4,25,28,68
"7673","16/11/2021",17,0.24,2,3,29,32,62
"7674","16/11/2021",18,0.26,2,2,34,36,53
"7675","16/11/2021",19,0.26,1,3,40,43,29
"7676","16/11/2021",20,0.12,1,5,31,36,21
"7677","16/11/2021",21,0.33,1,12,45,57,11
"7678","16/11/2021",22,0.07,1,7,28,35,27
"7679","16/11/2021",23,0.35,2,28,43,72,9
"7680","16/11/2021",24,0.19,2,23,39,61,12
"7681","17/11/2021",1,0.52,2,63,49,113,1
"7682","17/11/2021",2,0.39,2,39,44,83,5
"7683","17/11/2021",3,0.14,1,5,34,38,12
"7684","17/11/2021",4,0.21,1,50,43,93,1
"7685","17/11/2021",5,0.3,1,39,43,82,1
"7686","17/11/2021",6,0.41,1,32,40,73,1
"7687","17/11/2021",7,0.87,2,100,42,142,1
"7688","17/11/2021",8,1.07,4,120,43,164,1
"7689","17/11/2021",9,1.1,4,95,52,147,3
"7690","17/11/2021",10,0.84,3,58,57,115,11
"7691","17/11/2021",11,0.59,2,24,50,74,31
"7692","17/11/2021",12,0.38,2,11,41,51,53
"7693","17/11/2021",13,0.23,3,6,29,35,66
"7694","17/11/2021",14,0.23,2,4,28,33,80
"7695","17/11/2021",15,0.23,2,3,27,30,95
"7696","17/11/2021",16,0.24,2,2,27,28,106
"7697","17/11/2021",17,0.28,2,2,31,34,107
"7698","17/11/2021",18,0.63,2,12,74,86,65
"7699","17/11/2021",19,0.48,2,4,58,62,49
"7700","17/11/2021",20,0.63,2,12,62,74,22
"7701","17/11/2021",21,0.42,1,4,34,38,31
"7702","17/11/2021",22,0.29,2,3,26,28,33
"7703","17/11/2021",23,0.27,2,2,26,28,31
"7704","17/11/2021",24,0.29,1,5,30,36,22
"7705","18/11/2021",1,0.24,1,12,36,48,17
"7706","18/11/2021",2,0.23,2,22,42,65,9
"7707","18/11/2021",3,0.31,1,16,42,58,8
"7708","18/11/2021",4,0.3,2,48,44,92,4
"7709","18/11/2021",5,0.55,2,68,46,114,1
"7710","18/11/2021",6,0.72,3,155,45,200,0
"7711","18/11/2021",7,1.45,4,230,47,277,0
"7712","18/11/2021",8,1.74,5,212,47,259,0
"7713","18/11/2021",9,1.66,5,153,53,206,2
"7714","18/11/2021",10,1.26,3,68,60,128,9
"7715","18/11/2021",11,0.77,2,26,49,74,30
"7716","18/11/2021",12,0.67,2,15,47,61,41
"7717","18/11/2021",13,0.32,1,8,24,32,52
"7718","18/11/2021",14,0.22,1,5,18,23,60
"7719","18/11/2021",15,0.26,1,4,19,23,72
"7720","18/11/2021",16,0.27,1,2,22,24,83
"7721","18/11/2021",17,0.29,1,3,27,30,79
"7722","18/11/2021",18,0.49,1,7,55,62,52
"7723","18/11/2021",19,0.56,1,7,51,58,30
"7724","18/11/2021",20,0.28,1,10,29,39,15
"7725","18/11/2021",21,0.15,1,5,21,26,20
"7726","18/11/2021",22,0.13,1,4,21,25,21
"7727","18/11/2021",23,0.12,1,5,19,23,21
"7728","18/11/2021",24,0.12,1,3,20,23,19
"7729","19/11/2021",1,0.12,1,7,19,26,18
"7730","19/11/2021",2,0.06,2,5,17,23,18
"7731","19/11/2021",3,0.03,2,6,18,24,18
"7732","19/11/2021",4,0.03,1,7,17,24,18
"7733","19/11/2021",5,0.06,1,8,19,27,16
"7734","19/11/2021",6,0.14,1,15,25,40,10
"7735","19/11/2021",7,0.28,1,23,32,55,3
"7736","19/11/2021",8,0.36,1,21,31,53,3
"7737","19/11/2021",9,0.4,1,18,29,47,6
"7738","19/11/2021",10,0.44,2,21,28,48,8
"7739","19/11/2021",11,0.43,2,23,28,51,9
"7740","19/11/2021",12,0.28,2,15,20,36,17
"7741","19/11/2021",13,0.34,2,14,21,35,18
"7742","19/11/2021",14,0.25,2,11,18,29,22
"7743","19/11/2021",15,0.24,4,10,18,28,27
"7744","19/11/2021",16,0.27,3,9,18,27,27
"7745","19/11/2021",17,0.24,1,10,19,28,22
"7746","19/11/2021",18,0.25,1,10,22,31,17
"7747","19/11/2021",19,0.28,1,9,24,33,13
"7748","19/11/2021",20,0.31,1,12,29,41,5
"7749","19/11/2021",21,0.29,1,11,28,39,6
"7750","19/11/2021",22,0.21,1,7,24,31,9
"7751","19/11/2021",23,0.19,0,7,23,30,9
"7752","19/11/2021",24,0.14,0,6,21,27,11
"7753","20/11/2021",1,0.14,1,8,20,28,11
"7754","20/11/2021",2,0.11,1,6,17,23,13
"7755","20/11/2021",3,0.08,0,6,15,20,15
"7756","20/11/2021",4,0.09,0,10,21,31,8
"7757","20/11/2021",5,0.17,1,21,30,51,2
"7758","20/11/2021",6,0.21,1,40,32,73,0
"7759","20/11/2021",7,0.38,1,27,31,59,0
"7760","20/11/2021",8,0.45,1,35,28,62,2
"7761","20/11/2021",9,0.41,1,27,27,54,3
"7762","20/11/2021",10,0.34,2,22,26,48,8
"7763","20/11/2021",11,0.34,2,23,25,48,17
"7764","20/11/2021",12,0.39,2,17,30,47,29
"7765","20/11/2021",13,0.56,2,18,37,55,31
"7766","20/11/2021",14,0.34,2,11,30,42,40
"7767","20/11/2021",15,0.37,1,7,26,33,51
"7768","20/11/2021",16,0.35,1,4,24,28,60
"7769","20/11/2021",17,0.36,1,2,22,25,73
"7770","20/11/2021",18,0.49,1,3,40,43,54
"7771","20/11/2021",19,0.54,4,11,50,61,20
"7772","20/11/2021",20,0.24,2,5,27,32,20
"7773","20/11/2021",21,0.23,1,6,28,33,10
"7774","20/11/2021",22,0.16,1,4,18,22,16
"7775","20/11/2021",23,0.17,1,5,17,21,15
"7776","20/11/2021",24,0.16,1,4,16,20,14
"7777","21/11/2021",1,0.22,1,5,20,25,10
"7778","21/11/2021",2,0.21,1,7,19,26,9
"7779","21/11/2021",3,0.17,1,6,17,23,9
"7780","21/11/2021",4,0.23,1,8,23,31,4
"7781","21/11/2021",5,0.2,1,10,24,35,2
"7782","21/11/2021",6,0.16,1,3,17,20,8
"7783","21/11/2021",7,0.33,1,12,21,32,3
"7784","21/11/2021",8,0.79,1,47,25,73,1
"7785","21/11/2021",9,0.66,3,32,28,60,6
"7786","21/11/2021",10,0.65,4,27,34,61,14
"7787","21/11/2021",11,0.54,4,17,34,51,28
"7788","21/11/2021",12,0.34,5,6,22,28,52
"7789","21/11/2021",13,0.25,4,5,20,25,58
"7790","21/11/2021",14,0.31,4,3,17,21,69
"7791","21/11/2021",15,0.32,5,2,17,19,83
"7792","21/11/2021",16,0.3,5,2,16,18,86
"7793","21/11/2021",17,0.3,6,2,17,19,85
"7794","21/11/2021",18,0.46,5,3,32,35,55
"7795","21/11/2021",19,0.42,5,5,37,42,32
"7796","21/11/2021",20,0.29,3,4,24,28,20
"7797","21/11/2021",21,0.28,1,4,23,26,17
