"","newCol","tsDataF.NO2"
"6795","27/12/2021 13",49
"6796","27/12/2021 14",41
"6797","27/12/2021 15",27
"6798","27/12/2021 16",29
"6799","27/12/2021 17",32
"6800","27/12/2021 18",51.5047978621496
"6801","27/12/2021 19",51.5047978621496
"6802","27/12/2021 20",17
"6803","27/12/2021 21",23
"6804","27/12/2021 22",51.5047978621496
"6805","27/12/2021 23",51.5047978621496
"6806","28/01/2021 01",15
"6807","28/01/2021 02",14
"6808","28/01/2021 03",11
"6809","28/01/2021 04",9
"6810","28/01/2021 05",12
"6811","28/01/2021 06",16
"6812","28/01/2021 07",18
"6813","28/01/2021 08",21
"6814","28/01/2021 09",15
"6815","28/01/2021 10",15
"6816","28/01/2021 11",16
"6817","28/01/2021 12",17
"6818","28/01/2021 13",15
"6819","28/01/2021 14",15
"6820","28/01/2021 15",16
"6821","28/01/2021 16",20
"6822","28/01/2021 17",22
"6823","28/01/2021 18",30
"6824","28/01/2021 19",28
"6825","28/01/2021 20",21
"6826","28/01/2021 21",19
"6827","28/01/2021 22",18
"6828","28/01/2021 23",26
"6829","28/01/2021 24",21
"6830","28/02/2021 01",19
"6831","28/02/2021 02",25
"6832","28/02/2021 03",21
"6833","28/02/2021 04",25
"6834","28/02/2021 05",34
"6835","28/02/2021 06",47
"6836","28/02/2021 07",44
"6837","28/02/2021 08",46
"6838","28/02/2021 09",41
"6839","28/02/2021 10",35
"6840","28/02/2021 11",24
"6841","28/02/2021 12",19
"6842","28/02/2021 13",16
"6843","28/02/2021 14",16
"6844","28/02/2021 15",17
"6845","28/02/2021 16",18
"6846","28/02/2021 17",16
"6847","28/02/2021 18",16
"6848","28/02/2021 19",19
"6849","28/02/2021 20",31
"6850","28/02/2021 21",25
"6851","28/02/2021 22",14
"6852","28/02/2021 23",29
"6853","28/02/2021 24",51.5047978621496
"6854","28/03/2021 01",24
"6855","28/03/2021 02",19
"6856","28/03/2021 03",28
"6857","28/03/2021 04",43
"6858","28/03/2021 05",38
"6859","28/03/2021 06",40
"6860","28/03/2021 07",40
"6861","28/03/2021 08",41
"6862","28/03/2021 09",29
"6863","28/03/2021 10",25
"6864","28/03/2021 11",15
"6865","28/03/2021 12",21
"6866","28/03/2021 13",19
"6867","28/03/2021 14",12
"6868","28/03/2021 15",10
"6869","28/03/2021 16",11
"6870","28/03/2021 17",12
"6871","28/03/2021 18",13
"6872","28/03/2021 19",13
"6873","28/03/2021 20",12
"6874","28/03/2021 21",14
"6875","28/03/2021 22",17
"6876","28/03/2021 23",14
"6877","28/03/2021 24",11
"6878","28/04/2021 01",35
"6879","28/04/2021 02",14
"6880","28/04/2021 03",30
"6881","28/04/2021 04",23
"6882","28/04/2021 05",35
"6883","28/04/2021 06",51
"6884","28/04/2021 07",51
"6885","28/04/2021 08",48
"6886","28/04/2021 09",44
"6887","28/04/2021 10",40
"6888","28/04/2021 11",27
"6889","28/04/2021 12",28
"6890","28/04/2021 13",27
"6891","28/04/2021 14",17
"6892","28/04/2021 15",17
"6893","28/04/2021 16",20
"6894","28/04/2021 17",18
"6895","28/04/2021 18",16
"6896","28/04/2021 19",22
"6897","28/04/2021 24",21
"6898","28/05/2021 01",21
"6899","28/05/2021 02",24
"6900","28/05/2021 03",26
"6901","28/05/2021 04",33
"6902","28/05/2021 05",38
"6903","28/05/2021 06",39
"6904","28/05/2021 07",37
"6905","28/05/2021 08",44
"6906","28/05/2021 09",47
"6907","28/05/2021 10",47
"6908","28/05/2021 11",38
"6909","28/05/2021 12",30
"6910","28/05/2021 13",23
"6911","28/05/2021 14",20
"6912","28/05/2021 15",17
"6913","28/05/2021 16",14
"6914","28/05/2021 17",15
"6915","28/05/2021 18",18
"6916","28/05/2021 19",19
"6917","28/05/2021 20",21
"6918","28/05/2021 21",18
"6919","28/05/2021 22",19
"6920","28/05/2021 23",32
"6921","28/05/2021 24",37
"6922","28/08/2021 01",13
"6923","28/08/2021 02",8
"6924","28/08/2021 03",15
"6925","28/08/2021 04",18
"6926","28/08/2021 05",19
"6927","28/08/2021 06",18
"6928","28/08/2021 07",17
"6929","28/08/2021 08",17
"6930","28/08/2021 09",17
"6931","28/08/2021 10",20
"6932","28/08/2021 11",16
"6933","28/08/2021 12",11
"6934","28/08/2021 13",10
"6935","28/08/2021 14",11
"6936","28/08/2021 15",11
"6937","28/08/2021 16",9
"6938","28/08/2021 17",9
"6939","28/08/2021 18",12
"6940","28/08/2021 19",13
"6941","28/08/2021 20",16
"6942","28/08/2021 21",14
"6943","28/08/2021 22",15
"6944","28/08/2021 23",16
"6945","28/08/2021 24",18
"6946","28/09/2021 01",33
"6947","28/09/2021 02",30
"6948","28/09/2021 03",22
"6949","28/09/2021 04",21
"6950","28/09/2021 05",25
"6951","28/09/2021 06",27
"6952","28/09/2021 07",25
"6953","28/09/2021 08",29
"6954","28/09/2021 09",36
"6955","28/09/2021 10",37
"6956","28/09/2021 11",46
"6957","28/09/2021 12",36
"6958","28/09/2021 13",30
"6959","28/09/2021 14",21
"6960","28/09/2021 15",21
"6961","28/09/2021 16",18
"6962","28/09/2021 17",28
"6963","28/09/2021 18",28
"6964","28/09/2021 19",24
"6965","28/09/2021 20",30
"6966","28/09/2021 21",21
"6967","28/09/2021 22",18
"6968","28/09/2021 23",20
"6969","28/09/2021 24",23
"6970","28/10/2021 01",34
"6971","28/10/2021 02",33
"6972","28/10/2021 03",31
"6973","28/10/2021 04",28
"6974","28/10/2021 05",29
"6975","28/10/2021 06",32
"6976","28/10/2021 07",31
"6977","28/10/2021 08",31
"6978","28/10/2021 09",35
"6979","28/10/2021 10",29
"6980","28/10/2021 11",26
"6981","28/10/2021 12",31
"6982","28/10/2021 13",21
"6983","28/10/2021 14",25
"6984","28/10/2021 15",39
"6985","28/10/2021 16",44
"6986","28/10/2021 17",39
"6987","28/10/2021 18",35
"6988","28/10/2021 19",41
"6989","28/10/2021 20",43
"6990","28/10/2021 21",31
"6991","28/10/2021 22",43
"6992","28/10/2021 23",51.5047978621496
"6993","28/10/2021 24",50
"6994","28/11/2021 09",43
"6995","28/11/2021 10",49
"6996","28/11/2021 11",38
"6997","28/11/2021 12",19
"6998","28/11/2021 13",16
"6999","28/11/2021 14",23
"7000","28/11/2021 15",19
"7001","28/11/2021 16",16
"7002","28/11/2021 17",18
"7003","28/11/2021 18",28
"7004","28/11/2021 19",31
"7005","28/11/2021 20",22
"7006","28/11/2021 21",22
"7007","28/11/2021 22",19
"7008","28/11/2021 23",21
"7009","28/11/2021 24",20
"7010","28/12/2021 04",35
"7011","28/12/2021 05",33
"7012","28/12/2021 06",44
"7013","28/12/2021 07",44
"7014","28/12/2021 08",46
"7015","28/12/2021 09",46
"7016","28/12/2021 10",51.5047978621496
"7017","28/12/2021 11",51.5047978621496
"7018","28/12/2021 12",51.5047978621496
"7019","28/12/2021 13",51.5047978621496
"7020","28/12/2021 14",29
"7021","28/12/2021 15",23
"7022","28/12/2021 16",14
"7023","28/12/2021 17",10
"7024","28/12/2021 18",16
"7025","28/12/2021 19",23
"7026","28/12/2021 20",39
"7027","28/12/2021 21",48
"7028","28/12/2021 22",47
"7029","28/12/2021 23",51.5047978621496
"7030","28/12/2021 24",50
"7031","29/01/2021 01",19
"7032","29/01/2021 02",19
"7033","29/01/2021 03",19
"7034","29/01/2021 04",20
"7035","29/01/2021 05",20
"7036","29/01/2021 06",23
"7037","29/01/2021 07",29
"7038","29/01/2021 08",28
"7039","29/01/2021 09",25
"7040","29/01/2021 10",29
"7041","29/01/2021 11",50
"7042","29/01/2021 12",50
"7043","29/01/2021 13",39
"7044","29/01/2021 14",29
"7045","29/01/2021 15",26
"7046","29/01/2021 16",28
"7047","29/01/2021 17",25
"7048","29/01/2021 18",25
"7049","29/01/2021 19",46
"7050","29/01/2021 20",46
"7051","29/01/2021 21",39
"7052","29/01/2021 22",35
"7053","29/01/2021 23",27
"7054","29/01/2021 24",25
"7055","29/03/2021 01",10
"7056","29/03/2021 02",9
"7057","29/03/2021 03",14
"7058","29/03/2021 04",14
"7059","29/03/2021 05",14
"7060","29/03/2021 06",18
"7061","29/03/2021 07",23
"7062","29/03/2021 08",21
"7063","29/03/2021 09",16
"7064","29/03/2021 10",13
"7065","29/03/2021 11",17
"7066","29/03/2021 12",20
"7067","29/03/2021 13",19
"7068","29/03/2021 14",21
"7069","29/03/2021 15",21
"7070","29/03/2021 16",22
"7071","29/03/2021 17",26
"7072","29/03/2021 18",28
"7073","29/03/2021 19",40
"7074","29/03/2021 20",29
"7075","29/03/2021 21",25
"7076","29/03/2021 22",28
"7077","29/03/2021 23",28
"7078","29/03/2021 24",24
"7079","29/04/2021 01",22
"7080","29/04/2021 02",23
"7081","29/04/2021 03",22
"7082","29/04/2021 04",25
"7083","29/04/2021 05",26
"7084","29/04/2021 06",35
"7085","29/04/2021 07",37
"7086","29/04/2021 08",45
"7087","29/04/2021 09",51.5047978621496
"7088","29/04/2021 10",51.5047978621496
"7089","29/04/2021 11",51.5047978621496
"7090","29/04/2021 12",45
"7091","29/04/2021 13",24
"7092","29/04/2021 14",19
"7093","29/04/2021 15",24
"7094","29/04/2021 16",50
"7095","29/04/2021 17",40
"7096","29/04/2021 18",39
"7097","29/04/2021 19",29
"7098","29/04/2021 20",19
"7099","29/04/2021 21",24
"7100","29/04/2021 22",20
"7101","29/04/2021 23",20
"7102","29/04/2021 24",31
"7103","29/05/2021 01",21
"7104","29/05/2021 02",16
"7105","29/05/2021 03",21
"7106","29/05/2021 04",22
"7107","29/05/2021 05",32
"7108","29/05/2021 06",30
"7109","29/05/2021 07",33
"7110","29/05/2021 08",27
"7111","29/05/2021 09",26
"7112","29/05/2021 10",32
"7113","29/05/2021 11",17
"7114","29/05/2021 12",17
"7115","29/05/2021 13",22
"7116","29/05/2021 14",16
"7117","29/05/2021 15",13
"7118","29/05/2021 16",13
"7119","29/05/2021 17",16
"7120","29/05/2021 18",16
"7121","29/05/2021 19",21
"7122","29/05/2021 20",19
"7123","29/05/2021 21",12
"7124","29/05/2021 22",10
"7125","29/05/2021 23",11
"7126","29/05/2021 24",13
"7127","29/08/2021 01",19
"7128","29/08/2021 02",18
"7129","29/08/2021 03",17
"7130","29/08/2021 04",14
"7131","29/08/2021 05",14
"7132","29/08/2021 06",15
"7133","29/08/2021 07",15
"7134","29/08/2021 08",15
"7135","29/08/2021 09",15
"7136","29/08/2021 10",17
"7137","29/08/2021 11",16
"7138","29/08/2021 12",14
"7139","29/08/2021 13",9
"7140","29/08/2021 14",9
"7141","29/08/2021 15",13
"7142","29/08/2021 16",19
"7143","29/08/2021 17",30
"7144","29/08/2021 18",34
"7145","29/08/2021 19",25
"7146","29/08/2021 20",26
"7147","29/08/2021 21",25
"7148","29/08/2021 22",28
"7149","29/08/2021 23",28
"7150","29/08/2021 24",25
"7151","29/09/2021 04",29
"7152","29/09/2021 05",32
"7153","29/09/2021 06",30
"7154","29/09/2021 07",29
"7155","29/09/2021 08",32
"7156","29/09/2021 09",37
"7157","29/09/2021 10",25
"7158","29/09/2021 11",30
"7159","29/09/2021 12",23
"7160","29/09/2021 13",29
"7161","29/09/2021 14",29
"7162","29/09/2021 15",30
"7163","29/09/2021 16",30
"7164","29/09/2021 17",18
"7165","29/09/2021 18",27
"7166","29/09/2021 19",25
"7167","29/09/2021 20",19
"7168","29/09/2021 21",22
"7169","29/09/2021 22",25
"7170","29/09/2021 23",30
"7171","29/09/2021 24",29
"7172","29/10/2021 04",40
"7173","29/10/2021 05",36
"7174","29/10/2021 06",35
"7175","29/10/2021 07",29
"7176","29/10/2021 08",29
"7177","29/10/2021 09",31
"7178","29/10/2021 10",32
"7179","29/10/2021 11",36
"7180","29/10/2021 12",32
"7181","29/10/2021 13",26
"7182","29/10/2021 14",30
"7183","29/10/2021 15",35
"7184","29/10/2021 16",32
"7185","29/10/2021 17",42
"7186","29/10/2021 18",45
"7187","29/10/2021 19",50
"7188","29/10/2021 20",36
"7189","29/10/2021 21",20
"7190","29/10/2021 22",23
"7191","29/10/2021 23",32
"7192","29/10/2021 24",39
"7193","29/11/2021 01",20
"7194","29/11/2021 02",18
"7195","29/11/2021 03",15
"7196","29/11/2021 04",16
"7197","29/11/2021 05",18
"7198","29/11/2021 06",21
"7199","29/11/2021 07",33
"7200","29/11/2021 08",34
"7201","29/11/2021 09",31
"7202","29/11/2021 10",31
"7203","29/11/2021 11",38
"7204","29/11/2021 12",43
"7205","29/11/2021 13",45
"7206","29/11/2021 14",31
"7207","29/11/2021 15",30
"7208","29/11/2021 16",28
"7209","29/11/2021 17",31
"7210","29/11/2021 18",45
"7211","29/11/2021 19",47
"7212","29/11/2021 20",49
"7213","29/11/2021 21",32
"7214","29/11/2021 22",30
"7215","29/11/2021 23",32
"7216","29/11/2021 24",34
"7217","29/12/2021 01",28
"7218","29/12/2021 02",37
"7219","29/12/2021 03",37
"7220","29/12/2021 04",41
"7221","29/12/2021 05",38
"7222","29/12/2021 06",32
"7223","29/12/2021 07",36
"7224","29/12/2021 08",41
"7225","29/12/2021 09",45
"7226","29/12/2021 10",38
"7227","29/12/2021 11",48
"7228","29/12/2021 12",51.5047978621496
"7229","29/12/2021 13",32
"7230","29/12/2021 14",23
"7231","29/12/2021 15",19
"7232","29/12/2021 16",16
"7233","29/12/2021 17",10
"7234","29/12/2021 18",16
"7235","29/12/2021 19",22
"7236","29/12/2021 20",39
"7237","29/12/2021 21",47
"7238","29/12/2021 22",49
"7239","29/12/2021 23",41
"7240","29/12/2021 24",48
"7241","30/01/2021 01",16
"7242","30/01/2021 02",33
"7243","30/01/2021 03",39
"7244","30/01/2021 04",48
"7245","30/01/2021 05",42
"7246","30/01/2021 06",46
"7247","30/01/2021 07",43
"7248","30/01/2021 08",40
"7249","30/01/2021 09",42
"7250","30/01/2021 10",48
"7251","30/01/2021 11",51.5047978621496
"7252","30/01/2021 12",28
"7253","30/01/2021 13",17
"7254","30/01/2021 14",17
"7255","30/01/2021 15",17
"7256","30/01/2021 16",15
"7257","30/01/2021 17",14
"7258","30/01/2021 18",18
"7259","30/01/2021 19",51.5047978621496
"7260","30/01/2021 20",51.5047978621496
"7261","30/01/2021 21",49
"7262","30/01/2021 22",51.5047978621496
"7263","30/01/2021 23",51.5047978621496
"7264","30/01/2021 24",32
"7265","30/03/2021 01",23
"7266","30/03/2021 02",30
"7267","30/03/2021 03",39
"7268","30/03/2021 04",29
"7269","30/03/2021 05",29
"7270","30/03/2021 06",39
"7271","30/03/2021 07",42
"7272","30/03/2021 08",38
"7273","30/03/2021 09",46
"7274","30/03/2021 10",50
"7275","30/03/2021 11",40
"7276","30/03/2021 12",27
"7277","30/03/2021 13",18
"7278","30/03/2021 14",13
"7279","30/03/2021 15",13
"7280","30/03/2021 16",14
"7281","30/03/2021 17",15
"7282","30/03/2021 18",16
"7283","30/03/2021 19",24
"7284","30/03/2021 20",27
"7285","30/03/2021 21",25
"7286","30/03/2021 22",21
"7287","30/03/2021 23",28
"7288","30/03/2021 24",22
"7289","30/04/2021 01",34
"7290","30/04/2021 02",31
"7291","30/04/2021 03",22
"7292","30/04/2021 04",29
"7293","30/04/2021 05",43
"7294","30/04/2021 06",49
"7295","30/04/2021 07",48
"7296","30/04/2021 08",50
"7297","30/04/2021 09",51.5047978621496
"7298","30/04/2021 10",51.5047978621496
"7299","30/04/2021 11",48
"7300","30/04/2021 12",29
"7301","30/04/2021 13",23
"7302","30/04/2021 14",17
"7303","30/04/2021 15",14
"7304","30/04/2021 16",36
"7305","30/04/2021 17",33
"7306","30/04/2021 18",42
"7307","30/04/2021 19",36
"7308","30/04/2021 20",27
"7309","30/04/2021 21",32
"7310","30/04/2021 22",39
"7311","30/04/2021 23",39
"7312","30/04/2021 24",38
"7313","30/05/2021 01",24
"7314","30/05/2021 02",26
"7315","30/05/2021 03",25
"7316","30/05/2021 04",29
"7317","30/05/2021 05",17
"7318","30/05/2021 06",20
"7319","30/05/2021 07",24
"7320","30/05/2021 08",21
"7321","30/05/2021 09",23
"7322","30/05/2021 10",22
"7323","30/05/2021 11",22
"7324","30/05/2021 12",16
"7325","30/05/2021 13",13
"7326","30/05/2021 14",11
"7327","30/05/2021 15",8
"7328","30/05/2021 16",8
"7329","30/05/2021 17",11
"7330","30/05/2021 18",15
"7331","30/05/2021 19",17
"7332","30/05/2021 20",21
"7333","30/05/2021 21",14
"7334","30/05/2021 22",16
"7335","30/05/2021 23",18
"7336","30/05/2021 24",12
"7337","30/08/2021 01",23
"7338","30/08/2021 02",25
"7339","30/08/2021 03",24
"7340","30/08/2021 04",25
"7341","30/08/2021 05",26
"7342","30/08/2021 06",22
"7343","30/08/2021 07",22
"7344","30/08/2021 08",24
"7345","30/08/2021 09",24
"7346","30/08/2021 10",24
"7347","30/08/2021 11",20
"7348","30/08/2021 12",25
"7349","30/08/2021 13",16
"7350","30/08/2021 14",14
"7351","30/08/2021 15",25
"7352","30/08/2021 16",27
"7353","30/08/2021 17",21
"7354","30/08/2021 18",27
"7355","30/08/2021 19",28
"7356","30/08/2021 20",28
"7357","30/08/2021 21",26
"7358","30/08/2021 22",29
"7359","30/08/2021 23",28
"7360","30/08/2021 24",28
"7361","30/09/2021 01",21
"7362","30/09/2021 02",22
"7363","30/09/2021 03",23
"7364","30/09/2021 04",29
"7365","30/09/2021 05",30
"7366","30/09/2021 06",25
"7367","30/09/2021 07",28
"7368","30/09/2021 08",29
"7369","30/09/2021 09",21
"7370","30/09/2021 10",32
"7371","30/09/2021 11",45
"7372","30/09/2021 12",51.5047978621496
"7373","30/09/2021 13",51.5047978621496
"7374","30/09/2021 14",48
"7375","30/09/2021 15",28
"7376","30/09/2021 16",30
"7377","30/09/2021 17",30
"7378","30/09/2021 18",31
"7379","30/09/2021 19",37
"7380","30/09/2021 20",40
"7381","30/09/2021 21",44
"7382","30/09/2021 22",41
"7383","30/09/2021 23",33
"7384","30/09/2021 24",27
"7385","30/10/2021 01",38
"7386","30/10/2021 02",38
"7387","30/10/2021 03",37
"7388","30/10/2021 04",35
"7389","30/10/2021 05",35
"7390","30/10/2021 06",33
"7391","30/10/2021 07",31
"7392","30/10/2021 08",34
"7393","30/10/2021 09",38
"7394","30/10/2021 10",49
"7395","30/10/2021 11",40
"7396","30/10/2021 12",24
"7397","30/10/2021 13",30
"7398","30/10/2021 14",26
"7399","30/10/2021 15",24
"7400","30/10/2021 16",20
"7401","30/10/2021 17",17
"7402","30/10/2021 18",34
"7403","30/10/2021 19",46
"7404","30/10/2021 20",39
"7405","30/10/2021 21",34
"7406","30/10/2021 22",29
"7407","30/10/2021 23",23
"7408","30/10/2021 24",21
"7409","30/11/2021 01",36
"7410","30/11/2021 02",37
"7411","30/11/2021 03",31
"7412","30/11/2021 04",32
"7413","30/11/2021 05",30
"7414","30/11/2021 06",31
"7415","30/11/2021 07",31
"7416","30/11/2021 08",31
"7417","30/11/2021 09",39
"7418","30/11/2021 10",51
"7419","30/11/2021 11",51.5047978621496
"7420","30/11/2021 12",51.5047978621496
"7421","30/11/2021 13",36
"7422","30/11/2021 14",23
"7423","30/11/2021 15",29
"7424","30/11/2021 16",27
"7425","30/11/2021 17",29
"7426","30/11/2021 18",39
"7427","30/11/2021 19",43
"7428","30/11/2021 20",51.5047978621496
"7429","30/11/2021 21",47
"7430","30/11/2021 22",40
"7431","30/11/2021 23",30
"7432","30/11/2021 24",25
"7433","30/12/2021 01",44
"7434","30/12/2021 02",47
"7435","30/12/2021 03",42
"7436","30/12/2021 04",40
"7437","30/12/2021 05",41
"7438","30/12/2021 06",41
"7439","30/12/2021 07",40
"7440","30/12/2021 08",44
"7441","30/12/2021 09",50
"7442","30/12/2021 10",51.5047978621496
"7443","30/12/2021 11",51.5047978621496
"7444","30/12/2021 12",32
"7445","30/12/2021 13",24
"7446","30/12/2021 14",32
"7447","30/12/2021 15",30
"7448","30/12/2021 16",23
"7449","30/12/2021 17",21
"7450","30/12/2021 18",36
"7451","30/12/2021 19",50
"7452","30/12/2021 20",51.5047978621496
"7453","30/12/2021 21",51.5047978621496
"7454","30/12/2021 22",51.5047978621496
"7455","30/12/2021 23",47
"7456","30/12/2021 24",51.5047978621496
"7457","31/01/2021 01",27
"7458","31/01/2021 02",25
"7459","31/01/2021 03",23
"7460","31/01/2021 04",12
"7461","31/01/2021 05",12
"7462","31/01/2021 06",30
"7463","31/01/2021 07",45
"7464","31/01/2021 08",47
"7465","31/01/2021 09",48
"7466","31/01/2021 10",46
"7467","31/01/2021 11",20
"7468","31/01/2021 12",16
"7469","31/01/2021 13",21
"7470","31/01/2021 14",10
"7471","31/01/2021 15",10
"7472","31/01/2021 16",9
"7473","31/01/2021 17",10
"7474","31/01/2021 18",11
"7475","31/01/2021 19",16
"7476","31/01/2021 20",17
"7477","31/01/2021 21",16
"7478","31/01/2021 22",11
"7479","31/01/2021 23",10
"7480","31/03/2021 01",25
"7481","31/03/2021 02",25
"7482","31/03/2021 03",51.5047978621496
"7483","31/03/2021 04",51
"7484","31/03/2021 05",47
"7485","31/03/2021 06",51
"7486","31/03/2021 07",51.5047978621496
"7487","31/03/2021 08",51.5047978621496
"7488","31/03/2021 09",51.5047978621496
"7489","31/03/2021 10",45
"7490","31/03/2021 11",29
"7491","31/03/2021 12",33
"7492","31/03/2021 13",27
"7493","31/03/2021 14",16
"7494","31/03/2021 15",12
"7495","31/03/2021 16",13
"7496","31/03/2021 17",13
"7497","31/03/2021 18",17
"7498","31/03/2021 19",17
"7499","31/03/2021 20",20
"7500","31/03/2021 21",22
"7501","31/03/2021 22",22
"7502","31/03/2021 23",17
"7503","31/03/2021 24",13
"7504","31/05/2021 01",10
"7505","31/05/2021 02",11
"7506","31/05/2021 03",13
"7507","31/05/2021 04",24
"7508","31/05/2021 05",28
